asset_path,display_label,source,category
audio/classic/units/zeratul/move/UZeYes02__f0fbd0f5f7.wav,It will be done.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/zeratul/move/UZeYes03__062ce34201.wav,Entaro Adun!,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/zergling/chatter/ZZePss00__7b6a3c1eab.wav,Zergling selection vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,PORTRAIT / VOICE
audio/classic/units/zergling/chatter/ZZePss01__4ec0a278bd.wav,Zergling selection vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,PORTRAIT / VOICE
audio/classic/units/zergling/chatter/ZZePss02__4fd0eed386.wav,Zergling selection vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,PORTRAIT / VOICE
audio/classic/units/zergling/death/ZZeDth00__a1b7ca5250.wav,Zergling death sound,SC1/BW • DESCRIPTIVE NONVERBAL,DEATH VO
audio/classic/units/zergling/move/ZZeRdy00__e2e4c96d8f.wav,Zergling movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/zergling/move/ZZeWht00__2e319f5eb9.wav,Zergling movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/zergling/move/ZZeWht01__58e31198ff.wav,Zergling movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/zergling/move/ZZeWht02__e52547064c.wav,Zergling movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/zergling/move/ZZeWht03__a7037ce96b.wav,Zergling movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/zergling/move/ZZeYes00__d0b4d19bc3.wav,Zergling movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/zergling/move/ZZeYes01__54bd5759f3.wav,Zergling movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/zergling/move/ZZeYes02__6e35589032.wav,Zergling movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/zergling/move/ZZeYes03__96335491b8.wav,Zergling movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/sfx/units/aberration/attack/Aberration_Attack_00.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/aberration/attack/Aberration_Attack_01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/aberration/attack/Aberration_Attack_02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/aberration/attack/Aberration_Attack_03.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/aberration/attack/Aberration_Attack_04.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/adept/attack/Adept_AttackLaunch00.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/adept/attack/Adept_AttackLaunch01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/adept/attack/Adept_AttackLaunch02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/adept/attack/Adept_AttackLaunch03.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/adept/attack/Adept_AttackLaunch04.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/arbiter/attack/ArbiterMP_AttackLaunch00.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/arbiter/attack/ArbiterMP_AttackLaunch01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/arbiter/attack/ArbiterMP_AttackLaunch02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/arbiter/attack/ArbiterMP_AttackLaunch03.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/arbiter/attack/ArbiterMP_AttackLaunch04.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/archon/attack/Archon_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/archon/attack/Archon_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/archon/attack/Archon_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/archon/attack/Archon_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/archon/attack/Archon_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/artanis/attack/Artanis_PsiBladeAttackLaunch01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/artanis/attack/Artanis_PsiBladeAttackLaunch02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/artanis/attack/Artanis_PsiBladeAttackLaunch03.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/artanis/attack/Artanis_PsiBladeAttackLaunch04.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/artanis/attack/Artanis_PsiBladeAttackLaunch05.ogg,Weapon fire 06,SC2,WEAPON SFX
audio/sfx/units/baneling/attack/Baneling_Attack0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/baneling/attack/Baneling_Attack1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/baneling/attack/Baneling_Attack2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/baneling/attack/Baneling_Attack3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/baneling/attack/Baneling_Attack4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/banshee/attack/Banshee_AttackImpact0.ogg,Weapon impact 01,SC2,WEAPON SFX
audio/sfx/units/banshee/attack/Banshee_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/banshee/attack/Banshee_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/banshee/attack/Banshee_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/banshee/attack/Banshee_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/battlecruiser/attack/Battlecruiser_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/battlecruiser/attack/Battlecruiser_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/battlecruiser/attack/Battlecruiser_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/battlecruiser/attack/Battlecruiser_YamatoAttackCharge0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/battlecruiser/attack/Battlecruiser_YamatoAttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/brood_lord/attack/Broodlord_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/brood_lord/attack/Broodlord_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/brood_lord/attack/Broodlord_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/brood_lord/attack/Broodlord_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/brood_lord/attack/Broodlord_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/brutalisk/attack/Brutalisk_AntiAirAttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/brutalisk/attack/Brutalisk_AntiAirAttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/brutalisk/attack/Brutalisk_AntiAirAttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/brutalisk/attack/Brutalisk_AntiAirAttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/brutalisk/attack/Brutalisk_AntiAirAttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/colossus/attack/ColossusTaldarim_Beam_AttackLaunch01_1ch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/colossus/attack/ColossusTaldarim_Beam_AttackLaunch02_1ch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/colossus/attack/ColossusTaldarim_Beam_AttackLaunch03_1ch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/colossus/attack/Colossus_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/colossus/attack/Colossus_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/corruptor/attack/Corruptor_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/corruptor/attack/Corruptor_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/corruptor/attack/Corruptor_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/corruptor/attack/Corruptor_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/corruptor/attack/Corruptor_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/dark_templar/attack/DarkTemplar_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/dark_templar/attack/DarkTemplar_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/dark_templar/attack/DarkTemplar_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/dark_templar/attack/DarkTemplar_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/dark_templar/attack/DarkTemplar_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/diamondback/attack/Diamondback_AttackImpact0.ogg,Weapon impact 01,SC2,WEAPON SFX
audio/sfx/units/diamondback/attack/Diamondback_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/diamondback/attack/Diamondback_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/diamondback/attack/Diamondback_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/diamondback/attack/Diamondback_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/disruptor/attack/Disruptor_Attack_01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/disruptor/attack/Disruptor_Attack_02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/dragoon/attack/Dragoon_AttackLaunch01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/dragoon/attack/Dragoon_AttackLaunch02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/dragoon/attack/Dragoon_AttackLaunch03.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/dragoon/attack/Dragoon_AttackLaunch04.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/dragoon/attack/Dragoon_AttackLaunch05.ogg,Weapon fire 06,SC2,WEAPON SFX
audio/sfx/units/drone/attack/Drone_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/drone/attack/Drone_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/drone/attack/Drone_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/drone/attack/Drone_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/drone/attack/Drone_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/fenix/attack/FenixChampion_AttackLaunch01_1ch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/fenix/attack/FenixChampion_AttackLaunch02_1ch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/fenix/attack/FenixChampion_AttackLaunch03_1ch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/fenix/attack/FenixChampion_AttackLaunch04_1ch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/fenix/attack/FenixChampion_AttackLaunch05_1ch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/firebat/attack/Firebat_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/firebat/attack/Firebat_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/firebat/attack/Firebat_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/firebat/attack/Firebat_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/firebat/attack/Firebat_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/ghost/attack/Ghost_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/ghost/attack/Ghost_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/ghost/attack/Ghost_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/ghost/attack/Ghost_EMPAttackLaunch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/ghost/attack/Ghost_SnipeAttackLaunch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/goliath/attack/Goliath_GroundAttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/goliath/attack/Goliath_GroundAttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/goliath/attack/Goliath_GroundAttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/hellion/attack/Hellion_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/hellion/attack/Hellion_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/hellion/attack/Hellion_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/hellion/attack/Hellion_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/hellion/attack/Hellion_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/hydralisk/attack/Hydralisk_AttackImpactRanged0.ogg,Weapon impact 01,SC2,WEAPON SFX
audio/sfx/units/hydralisk/attack/Hydralisk_AttackLaunchRanged0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/hydralisk/attack/Hydralisk_AttackLaunchRanged1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/hydralisk/attack/Hydralisk_AttackLaunchRanged2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/hydralisk/attack/Hydralisk_AttackLaunchRanged3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/immortal/attack/ImmortalShakuras_ShadowCannon_AttackLaunch01_1ch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/immortal/attack/ImmortalShakuras_ShadowCannon_AttackLaunch02_1ch.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/immortal/attack/Immortal_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/immortal/attack/Immortal_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/immortal/attack/Immortal_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/infestor/attack/Infestor_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/infestor/attack/Infestor_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/infestor/attack/Infestor_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/infestor/attack/Infestor_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/infestor/attack/Infestor_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/karass/attack/Karass_AttackImpact0.ogg,Weapon impact 01,SC2,WEAPON SFX
audio/sfx/units/karass/attack/Karass_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/karass/attack/Karass_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/karass/attack/Karass_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/karass/attack/Karass_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/leviathan/attack/Leviathan_BileTorpedoAttackLaunch01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/leviathan/attack/Leviathan_BileTorpedoAttackLaunch02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/leviathan/attack/Leviathan_BileTorpedoAttackLaunch03.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/leviathan/attack/Leviathan_BileTorpedoAttackLaunch04.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/leviathan/attack/Leviathan_BileTorpedoAttackLaunch05.ogg,Weapon fire 06,SC2,WEAPON SFX
audio/sfx/units/liberator/attack/Liberator_AG_AttackLaunch01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/liberator/attack/Liberator_AG_AttackLaunch02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/liberator/attack/Liberator_AG_AttackLaunch03.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/liberator/attack/Liberator_AG_AttackLaunch04.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/liberator/attack/Liberator_AG_AttackLaunch05.ogg,Weapon fire 06,SC2,WEAPON SFX
audio/sfx/units/lurker/attack/Lurker_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/lurker/attack/Lurker_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/lurker/attack/Lurker_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/lurker/attack/Lurker_AttackLaunch2_00.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/lurker/attack/Lurker_AttackLaunch2_01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/marauder/attack/Marauder_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/marauder/attack/Marauder_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/marauder/attack/Marauder_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/marauder/attack/Marauder_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/marauder/attack/Marauder_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/marine/attack/Marine_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/marine/attack/Marine_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/marine/attack/Marine_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/marine/attack/Marine_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/marine/attack/Marine_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/mengsk/attack/Mengsk_TrooperAuto_AttackLaunch_01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/mengsk/attack/Mengsk_TrooperAuto_AttackLaunch_01C.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/mengsk/attack/Mengsk_TrooperAuto_AttackLaunch_01a.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/mengsk/attack/Mengsk_TrooperAuto_AttackLaunch_02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/mengsk/attack/Mengsk_TrooperAuto_AttackLaunch_02a.ogg,Weapon fire,SC2,WEAPON SFX
audio/sfx/units/mothership/attack/Mothership_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/mothership/attack/Mothership_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/mothership/attack/Mothership_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/mothership/attack/Mothership_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/mothership/attack/Mothership_BeamAttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/mutalisk/attack/Mutalisk_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/mutalisk/attack/Mutalisk_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/mutalisk/attack/Mutalisk_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/mutalisk/attack/Mutalisk_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/mutalisk/attack/Mutalisk_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/phoenix/attack/Phoenix_AttackImpact0.ogg,Weapon impact 01,SC2,WEAPON SFX
audio/sfx/units/phoenix/attack/Phoenix_AttackImpact1.ogg,Weapon impact 02,SC2,WEAPON SFX
audio/sfx/units/phoenix/attack/Phoenix_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/phoenix/attack/Phoenix_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/phoenix/attack/Phoenix_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/probe/attack/Probe_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/probe/attack/Probe_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/probe/attack/Probe_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/probe/attack/Probe_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/probe/attack/Probe_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/queen/attack/QueenOfBlades_RangedAttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/queen/attack/Queen_AttackImpactRanged0.ogg,Weapon impact 01,SC2,WEAPON SFX
audio/sfx/units/queen/attack/Queen_AttackImpactRanged1.ogg,Weapon impact 02,SC2,WEAPON SFX
audio/sfx/units/queen/attack/Queen_AttackImpactRanged2.ogg,Weapon impact 03,SC2,WEAPON SFX
audio/sfx/units/queen/attack/Queen_AttackImpactRanged3.ogg,Weapon impact 04,SC2,WEAPON SFX
audio/sfx/units/ravager/attack/Ravager_CorrosiveBile_AttackLaunch01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/ravager/attack/Ravager_CorrosiveBile_AttackLaunch02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/ravager/attack/Ravager_CorrosiveBile_AttackLaunch03.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/ravager/attack/Ravager_CorrosiveBile_AttackLaunch04.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/ravager/attack/Ravager_CorrosiveBile_AttackLaunch05.ogg,Weapon fire 06,SC2,WEAPON SFX
audio/sfx/units/raven/attack/Raven_AutoTurretAttack0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/raven/attack/Raven_PointDefenseDroneAttackImpact0.ogg,Weapon impact 01,SC2,WEAPON SFX
audio/sfx/units/raven/attack/Raven_PointDefenseDroneAttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/raven/attack/Raven_PointDefenseDroneAttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/raven/attack/Raven_PointDefenseDroneAttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/reaper/attack/Reaper_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/reaper/attack/Reaper_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/reaper/attack/Reaper_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/reaper/attack/Reaper_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/reaper/attack/Reaper_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/reaver/attack/Reaver_AttackLaunch00.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/reaver/attack/Reaver_AttackLaunch01.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/reaver/attack/Reaver_AttackLaunch02.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/reaver/attack/Reaver_AttackLaunch03.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/reaver/attack/Reaver_AttackLaunch04.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/roach/attack/Roach_AttackLaunchMelee0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/roach/attack/Roach_AttackLaunchMelee1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/roach/attack/Roach_AttackLaunchMelee2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/roach/attack/Roach_AttackLaunchMelee3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/roach/attack/Roach_AttackLaunchMelee4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/scourge/attack/Scourge_AttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/scourge/attack/Scourge_AttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/scourge/attack/Scourge_AttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
audio/sfx/units/scourge/attack/Scourge_AttackLaunch3.ogg,Weapon fire 04,SC2,WEAPON SFX
audio/sfx/units/scourge/attack/Scourge_AttackLaunch4.ogg,Weapon fire 05,SC2,WEAPON SFX
audio/sfx/units/scout/attack/Scout_AirAttackLaunch0.ogg,Weapon fire 01,SC2,WEAPON SFX
audio/sfx/units/scout/attack/Scout_AirAttackLaunch1.ogg,Weapon fire 02,SC2,WEAPON SFX
audio/sfx/units/scout/attack/Scout_AirAttackLaunch2.ogg,Weapon fire 03,SC2,WEAPON SFX
